"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked"
"843","1","1","Serepeca, Miss. Augusta","female","30.0","0","0","113798","31.0","0","C"
"854","1","1","Lines, Miss. Mary Conover","female","16.0","0","1","PC 17592","39.4","1","S"
"179","0","2","Hale, Mr. Reginald","male","30.0","0","0","250653","13.0","0","S"
"189","0","3","Bourke, Mr. John","male","40.0","1","1","364849","15.5","0","Q"
"207","0","3","Backstrom, Mr. Karl Alfred","male","32.0","1","0","3101278","15.85","0","S"
"489","0","3","Somerton, Mr. Francis William","male","30.0","0","0","A.5. 18509","8.05","0","S"
"862","0","2","Giles, Mr. Frederick Edward","male","21.0","1","0","28134","11.5","0","S"
"383","0","3","Tikkanen, Mr. Juho","male","32.0","0","0","STON/O 2. 3101293","7.925","0","S"
"659","0","2","Eitemiller, Mr. George Floyd","male","23.0","0","0","29751","13.0","0","S"
"61","0","3","Sirayanian, Mr. Orsen","male","22.0","0","0","2669","7.2292","0","C"
"316","1","3","Nilsson, Miss. Helmina Josefina","female","26.0","0","0","347470","7.8542","0","S"
"461","1","1","Anderson, Mr. Harry","male","48.0","0","0","19952","26.55","1","S"
"502","0","3","Canavan, Miss. Mary","female","21.0","0","0","364846","7.75","0","Q"
"819","0","3","Holm, Mr. John Fredrik Alexander","male","43.0","0","0","C 7075","6.45","0","S"
"531","1","2","Quick, Miss. Phyllis May","female","2.0","1","1","26360","26.0","0","S"
"318","0","2","Moraweck, Dr. Ernest","male","54.0","0","0","29011","14.0","0","S"
"462","0","3","Morley, Mr. William","male","34.0","0","0","364506","8.05","0","S"
"547","1","2","Beane, Mrs. Edward (Ethel Clarke)","female","19.0","1","0","2908","26.0","0","S"
"107","1","3","Salkjelsvik, Miss. Anna Kristine","female","21.0","0","0","343120","7.65","0","S"
"263","0","1","Taussig, Mr. Emil","male","52.0","1","1","110413","79.65","1","S"
"374","0","1","Ringhini, Mr. Sante","male","22.0","0","0","PC 17760","135.6333","0","C"
"619","1","2","Becker, Miss. Marion Louise","female","4.0","2","1","230136","39.0","1","S"
"891","0","3","Dooley, Mr. Patrick","male","32.0","0","0","370376","7.75","0","Q"
"9","1","3","Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)","female","27.0","0","2","347742","11.1333","0","S"
"17","0","3","Rice, Master. Eugene","male","2.0","4","1","382652","29.125","0","Q"
"231","1","1","Harris, Mrs. Henry Birkhardt (Irene Wallach)","female","35.0","1","0","36973","83.475","1","S"
"552","0","2","Sharp, Mr. Percival James R","male","27.0","0","0","244358","26.0","0","S"
"324","1","2","Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)","female","22.0","1","1","248738","29.0","0","S"
"586","1","1","Taussig, Miss. Ruth","female","18.0","0","2","110413","79.65","1","S"
"609","1","2","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female","22.0","1","2","SC/Paris 2123","41.5792","0","C"
"72","0","3","Goodwin, Miss. Lillian Amy","female","16.0","5","2","CA 2144","46.9","0","S"
"286","0","3","Stankovic, Mr. Ivan","male","33.0","0","0","349239","8.6625","0","C"
"398","0","2","McKane, Mr. Peter David","male","46.0","0","0","28403","26.0","0","S"
"505","1","1","Maioni, Miss. Roberta","female","16.0","0","0","110152","86.5","1","S"
"538","1","1","LeRoy, Miss. Bertha","female","30.0","0","0","PC 17761","106.425","0","C"
"175","0","1","Smith, Mr. James Clinch","male","56.0","0","0","17764","30.6958","1","C"
"387","0","3","Goodwin, Master. Sidney Leonard","male","1.0","5","2","CA 2144","46.9","0","S"
"423","0","3","Zimmerman, Mr. Leo","male","29.0","0","0","315082","7.875","0","S"
"695","0","1","Weir, Col. John","male","60.0","0","0","113800","26.55","0","S"
"746","0","1","Crosby, Capt. Edward Gifford","male","70.0","1","1","WE/P 5735","71.0","1","S"
"381","1","1","Bidois, Miss. Rosalie","female","42.0","0","0","PC 17757","227.525","0","C"
"721","1","2","Harper, Miss. Annie Jessie ""Nina""","female","6.0","0","1","248727","33.0","0","S"
"35","0","1","Meyer, Mr. Edgar Joseph","male","28.0","1","0","PC 17604","82.1708","0","C"
"583","0","2","Downton, Mr. William James","male","54.0","0","0","28403","26.0","0","S"
"610","1","1","Shutes, Miss. Elizabeth W","female","40.0","0","0","PC 17582","153.4625","1","S"
"880","1","1","Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)","female","56.0","0","1","11767","83.1583","1","C"
"677","0","3","Sawyer, Mr. Frederick Charles","male","24.5","0","0","342826","8.05","0","S"
"310","1","1","Francatelli, Miss. Laura Mabel","female","30.0","0","0","PC 17485","56.9292","1","C"
"485","1","1","Bishop, Mr. Dickinson H","male","25.0","1","0","11967","91.0792","1","C"
"568","0","3","Palsson, Mrs. Nils (Alma Cornelia Berglund)","female","29.0","0","4","349909","21.075","0","S"
"742","0","1","Cavendish, Mr. Tyrell William","male","36.0","1","0","19877","78.85","1","S"
"870","1","3","Johnson, Master. Harold Theodor","male","4.0","1","1","347742","11.1333","0","S"
"196","1","1","Lurette, Miss. Elise","female","58.0","0","0","PC 17569","146.5208","1","C"
"437","0","3","Ford, Miss. Doolina Margaret ""Daisy""","female","21.0","2","2","W./C. 6608","34.375","0","S"
"456","1","3","Jalsevac, Mr. Ivan","male","29.0","0","0","349240","7.8958","0","C"
"834","0","3","Augustsson, Mr. Albert","male","23.0","0","0","347468","7.8542","0","S"
"217","1","3","Honkanen, Miss. Eliina","female","27.0","0","0","STON/O2. 3101283","7.925","0","S"
"290","1","3","Connolly, Miss. Kate","female","22.0","0","0","370373","7.75","0","Q"
"441","1","2","Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female","45.0","1","1","F.C.C. 13529","26.25","0","S"
"800","0","3","Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","female","30.0","1","1","345773","24.15","0","S"
"884","0","2","Banfield, Mr. Frederick James","male","28.0","0","0","C.A./SOTON 34068","10.5","0","S"
"229","0","2","Fahlstrom, Mr. Arne Jonas","male","18.0","0","0","236171","13.0","0","S"
"326","1","1","Young, Miss. Marie Grice","female","36.0","0","0","PC 17760","135.6333","1","C"
"537","0","1","Butt, Major. Archibald Willingham","male","45.0","0","0","113050","26.55","1","S"
"766","1","1","Hogeboom, Mrs. John C (Anna Andrews)","female","51.0","1","0","13502","77.9583","1","S"
"823","0","1","Reuchlin, Jonkheer. John George","male","38.0","0","0","19972","0.0","0","S"
"114","0","3","Jussila, Miss. Katriina","female","20.0","1","0","4136","9.825","0","S"
"173","1","3","Johnson, Miss. Eleanor Ileen","female","1.0","1","1","347742","11.1333","0","S"
"220","0","2","Harris, Mr. Walter","male","30.0","0","0","W/C 14208","10.5","0","S"
"494","0","1","Artagaveytia, Mr. Ramon","male","71.0","0","0","PC 17609","49.5042","0","C"
"669","0","3","Cook, Mr. Jacob","male","43.0","0","0","A/5 3536","8.05","0","S"
"713","1","1","Taylor, Mr. Elmer Zebley","male","48.0","1","0","19996","52.0","1","S"
"810","1","1","Chambers, Mrs. Norman Campbell (Bertha Griggs)","female","33.0","1","0","113806","53.1","1","S"
"813","0","2","Slemen, Mr. Richard James","male","35.0","0","0","28206","10.5","0","S"
"890","1","1","Behr, Mr. Karl Howell","male","26.0","0","0","111369","30.0","1","C"
"4","1","1","Futrelle, Mrs. Jacques Heath (Lily May Peel)","female","35.0","1","0","113803","53.1","1","S"
"55","0","1","Ostby, Mr. Engelhart Cornelius","male","65.0","0","1","113509","61.9792","1","C"
"59","1","2","West, Miss. Constance Mirium","female","5.0","1","2","C.A. 34651","27.75","0","S"
"684","0","3","Goodwin, Mr. Charles Edward","male","14.0","5","2","CA 2144","46.9","0","S"
"8","0","3","Palsson, Master. Gosta Leonard","male","2.0","3","1","349909","21.075","0","S"
"100","0","2","Kantor, Mr. Sinai","male","34.0","1","0","244367","26.0","0","S"
"449","1","3","Baclini, Miss. Marie Catherine","female","5.0","2","1","2666","19.2583","0","C"
"450","1","1","Peuchen, Major. Arthur Godfrey","male","52.0","0","0","113786","30.5","1","S"
"495","0","3","Stanley, Mr. Edward Roland","male","21.0","0","0","A/4 45380","8.05","0","S"
"717","1","1","Endres, Miss. Caroline Louise","female","38.0","0","0","PC 17757","227.525","1","C"
"757","0","3","Carlsson, Mr. August Sigfrid","male","28.0","0","0","350042","7.7958","0","S"
"161","0","3","Cribb, Mr. John Hatfield","male","44.0","0","1","371362","16.1","0","S"
"555","1","3","Ohman, Miss. Velin","female","22.0","0","0","347085","7.775","0","S"
"687","0","3","Panula, Mr. Jaako Arnold","male","14.0","4","1","3101295","39.6875","0","S"
"23","1","3","McGowan, Miss. Anna ""Annie""","female","15.0","0","0","330923","8.0292","0","Q"
"39","0","3","Vander Planke, Miss. Augusta Maria","female","18.0","2","0","345764","18.0","0","S"
"679","0","3","Goodwin, Mrs. Frederick (Augusta Tyler)","female","43.0","1","6","CA 2144","46.9","0","S"
"176","0","3","Klasen, Mr. Klas Albin","male","18.0","1","1","350404","7.8542","0","S"
"380","0","3","Gustafsson, Mr. Karl Gideon","male","19.0","0","0","347069","7.775","0","S"
"520","0","3","Pavlovic, Mr. Stefo","male","32.0","0","0","349242","7.8958","0","S"
"629","0","3","Bostandyeff, Mr. Guentcho","male","26.0","0","0","349224","7.8958","0","S"
"672","0","1","Davidson, Mr. Thornton","male","31.0","1","0","F.C. 12750","52.0","1","S"
"736","0","3","Williams, Mr. Leslie","male","28.5","0","0","54636","16.1","0","S"
"7","0","1","McCarthy, Mr. Timothy J","male","54.0","0","0","17463","51.8625","1","S"
"162","1","2","Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)","female","40.0","0","0","C.A. 33595","15.75","0","S"
"514","1","1","Rothschild, Mrs. Martin (Elizabeth L. Barrett)","female","54.0","1","0","PC 17603","59.4","0","C"
"549","0","3","Goldsmith, Mr. Frank John","male","33.0","1","1","363291","20.525","0","S"
"637","0","3","Leinonen, Mr. Antti Gustaf","male","32.0","0","0","STON/O 2. 3101292","7.925","0","S"
"877","0","3","Gustafsson, Mr. Alfred Ossian","male","20.0","0","0","7534","9.8458","0","S"
"130","0","3","Ekstrom, Mr. Johan","male","45.0","0","0","347061","6.975","0","S"
"238","1","2","Collyer, Miss. Marjorie ""Lottie""","female","8.0","0","2","C.A. 31921","26.25","0","S"
"244","0","3","Maenpaa, Mr. Matti Alexanteri","male","22.0","0","0","STON/O 2. 3101275","7.125","0","S"
"446","1","1","Dodge, Master. Washington","male","4.0","0","2","33638","81.8583","1","S"
"624","0","3","Hansen, Mr. Henry Damsgaard","male","21.0","0","0","350029","7.8542","0","S"
"648","1","1","Simonius-Blumer, Col. Oberst Alfons","male","56.0","0","0","13213","35.5","1","C"
"84","0","1","Carrau, Mr. Francisco M","male","28.0","0","0","113059","47.1","0","S"
"136","0","2","Richard, Mr. Emile","male","23.0","0","0","SC/PARIS 2133","15.0458","0","C"
"453","0","1","Foreman, Mr. Benjamin Laventall","male","30.0","0","0","113051","27.75","1","C"
"720","0","3","Johnson, Mr. Malkolm Joackim","male","33.0","0","0","347062","7.775","0","S"
"856","1","3","Aks, Mrs. Sam (Leah Rosen)","female","18.0","0","1","392091","9.35","0","S"
"247","0","3","Lindahl, Miss. Agda Thorilda Viktoria","female","25.0","0","0","347071","7.775","0","S"
"314","0","3","Hendekovic, Mr. Ignjac","male","28.0","0","0","349243","7.8958","0","S"
"627","0","2","Kirkland, Rev. Charles Leonard","male","57.0","0","0","219533","12.35","0","Q"
"664","0","3","Coleff, Mr. Peju","male","36.0","0","0","349210","7.4958","0","S"
"691","1","1","Dick, Mr. Albert Adrian","male","31.0","1","0","17474","57.0","1","S"
"824","1","3","Moor, Mrs. (Beila)","female","27.0","0","1","392096","12.475","1","S"
"87","0","3","Ford, Mr. William Neal","male","16.0","1","3","W./C. 6608","34.375","0","S"
"171","0","1","Van der hoef, Mr. Wyckoff","male","61.0","0","0","111240","33.5","1","S"
"273","1","2","Mellinger, Mrs. (Elizabeth Anne Maidment)","female","41.0","0","1","250644","19.5","0","S"
"343","0","2","Collander, Mr. Erik Gustaf","male","28.0","0","0","248740","13.0","0","S"
"434","0","3","Kallio, Mr. Nikolai Erland","male","17.0","0","0","STON/O 2. 3101274","7.125","0","S"
"439","0","1","Fortune, Mr. Mark","male","64.0","1","4","19950","263.0","1","S"
"443","0","3","Petterson, Mr. Johan Emil","male","25.0","1","0","347076","7.775","0","S"
"51","0","3","Panula, Master. Juha Niilo","male","7.0","4","1","3101295","39.6875","0","S"
"194","1","2","Navratil, Master. Michel M","male","3.0","1","1","230080","26.0","1","S"
"277","0","3","Lindblom, Miss. Augusta Charlotta","female","45.0","0","0","347073","7.75","0","S"
"428","1","2","Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","female","19.0","0","0","250655","26.0","0","S"
"391","1","1","Carter, Mr. William Ernest","male","36.0","1","2","113760","120.0","1","S"
"438","1","2","Richards, Mrs. Sidney (Emily Hocking)","female","24.0","2","3","29106","18.75","0","S"
"706","0","2","Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male","39.0","0","0","250655","26.0","0","S"
"821","1","1","Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female","52.0","1","1","12749","93.5","1","S"
"69","1","3","Andersson, Miss. Erna Alexandra","female","17.0","4","2","3101281","7.925","0","S"
"166","1","3","Goldsmith, Master. Frank John William ""Frankie""","male","9.0","0","2","363291","20.525","0","S"
"448","1","1","Seward, Mr. Frederic Kimber","male","34.0","0","0","113794","26.55","0","S"
"97","0","1","Goldschmidt, Mr. George B","male","71.0","0","0","PC 17754","34.6542","1","C"
"400","1","2","Trout, Mrs. William H (Jessie L)","female","28.0","0","0","240929","12.65","0","S"
"543","0","3","Andersson, Miss. Sigrid Elisabeth","female","11.0","4","2","347082","31.275","0","S"
"524","1","1","Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","female","44.0","0","1","111361","57.9792","1","C"
"533","0","3","Elias, Mr. Joseph Jr","male","17.0","1","1","2690","7.2292","0","C"
"661","1","1","Frauenthal, Dr. Henry William","male","50.0","2","0","PC 17611","133.65","0","S"
"234","1","3","Asplund, Miss. Lillian Gertrud","female","5.0","4","2","347077","31.3875","0","S"
"239","0","2","Pengelly, Mr. Frederick William","male","19.0","0","0","28665","10.5","0","S"
"264","0","1","Harrison, Mr. William","male","40.0","0","0","112059","0.0","1","S"
"312","1","1","Ryerson, Miss. Emily Borie","female","18.0","2","2","PC 17608","262.375","1","C"
"63","0","1","Harris, Mr. Henry Birkhardt","male","45.0","1","0","36973","83.475","1","S"
"635","0","3","Skoog, Miss. Mabel","female","9.0","3","2","347088","27.9","0","S"
"885","0","3","Sutehall, Mr. Henry Jr","male","25.0","0","0","SOTON/OQ 392076","7.05","0","S"
"395","1","3","Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female","24.0","0","2","PP 9549","16.7","1","S"
"403","0","3","Jussila, Miss. Mari Aina","female","21.0","1","0","4137","9.825","0","S"
"459","1","2","Toomey, Miss. Ellen","female","50.0","0","0","F.C.C. 13531","10.5","0","S"
"509","0","3","Olsen, Mr. Henry Margido","male","28.0","0","0","C 4001","22.525","0","S"
"10","1","2","Nasser, Mrs. Nicholas (Adele Achem)","female","14.0","1","0","237736","30.0708","0","C"
"361","0","3","Skoog, Mr. Wilhelm","male","40.0","1","4","347088","27.9","0","S"
"589","0","3","Gilinski, Mr. Eliezer","male","22.0","0","0","14973","8.05","0","S"
"814","0","3","Andersson, Miss. Ebba Iris Alfrida","female","6.0","4","2","347082","31.275","0","S"
"848","0","3","Markoff, Mr. Marin","male","35.0","0","0","349213","7.8958","0","C"
"658","0","3","Bourke, Mrs. John (Catherine)","female","32.0","1","1","364849","15.5","0","Q"
"50","0","3","Arnold-Franchi, Mrs. Josef (Josefine Franchi)","female","18.0","1","0","349237","17.8","0","S"
"750","0","3","Connaghton, Mr. Michael","male","31.0","0","0","335097","7.75","0","Q"
"771","0","3","Lievens, Mr. Rene Aime","male","24.0","0","0","345781","9.5","0","S"
"267","0","3","Panula, Mr. Ernesti Arvid","male","16.0","4","1","3101295","39.6875","0","S"
"293","0","2","Levy, Mr. Rene Jacques","male","36.0","0","0","SC/Paris 2163","12.875","1","C"
"404","0","3","Hakkarainen, Mr. Pekka Pietari","male","28.0","1","0","STON/O2. 3101279","15.85","0","S"
"527","1","2","Ridsdale, Miss. Lucy","female","50.0","0","0","W./C. 14258","10.5","0","S"
"817","0","3","Heininen, Miss. Wendla Maria","female","23.0","0","0","STON/O2. 3101290","7.925","0","S"
"45","1","3","Devaney, Miss. Margaret Delia","female","19.0","0","0","330958","7.8792","0","Q"
"216","1","1","Newell, Miss. Madeleine","female","31.0","1","0","35273","113.275","1","C"
"759","0","3","Theobald, Mr. Thomas Leonard","male","34.0","0","0","363294","8.05","0","S"
"812","0","3","Lester, Mr. James","male","39.0","0","0","A/4 48871","24.15","0","S"
"38","0","3","Cann, Mr. Ernest Charles","male","21.0","0","0","A./5. 2152","8.05","0","S"
"320","1","1","Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)","female","40.0","1","1","16966","134.5","1","C"
"418","1","2","Silven, Miss. Lyyli Karoliina","female","18.0","0","2","250652","13.0","0","S"
"82","1","3","Sheerlinck, Mr. Jan Baptist","male","29.0","0","0","345779","9.5","0","S"
"249","1","1","Beckwith, Mr. Richard Leonard","male","37.0","1","1","11751","52.5542","1","S"
"364","0","3","Asim, Mr. Adola","male","35.0","0","0","SOTON/O.Q. 3101310","7.05","0","S"
"510","1","3","Lang, Mr. Fang","male","26.0","0","0","1601","56.4958","0","S"
"288","0","3","Naidenoff, Mr. Penko","male","22.0","0","0","349206","7.8958","0","S"
"394","1","1","Newell, Miss. Marjorie","female","23.0","1","0","35273","113.275","1","C"
"576","0","3","Patchett, Mr. George","male","19.0","0","0","358585","14.5","0","S"
"703","0","3","Barbara, Miss. Saiide","female","18.0","0","1","2691","14.4542","0","C"
"80","1","3","Dowdell, Miss. Elizabeth","female","30.0","0","0","364516","12.475","0","S"
"240","0","2","Hunt, Mr. George Henry","male","33.0","0","0","SCO/W 1585","12.275","0","S"
"289","1","2","Hosono, Mr. Masabumi","male","42.0","0","0","237798","13.0","0","S"
"356","0","3","Vanden Steen, Mr. Leo Peter","male","28.0","0","0","345783","9.5","0","S"
"25","0","3","Palsson, Miss. Torborg Danira","female","8.0","3","1","349909","21.075","0","S"
"73","0","2","Hood, Mr. Ambrose Jr","male","21.0","0","0","S.O.C. 14879","73.5","0","S"
"245","0","3","Attalah, Mr. Sleiman","male","30.0","0","0","2694","7.225","0","C"
"427","1","2","Clarke, Mrs. Charles V (Ada Maria Winfield)","female","28.0","1","0","2003","26.0","0","S"
"591","0","3","Rintamaki, Mr. Matti","male","35.0","0","0","STON/O 2. 3101273","7.125","0","S"
"763","1","3","Barah, Mr. Hanna Assi","male","20.0","0","0","2663","7.2292","0","C"
"113","0","3","Barton, Mr. David John","male","22.0","0","0","324669","8.05","0","S"
"237","0","2","Hold, Mr. Stephen","male","44.0","1","0","26707","26.0","0","S"
"645","1","3","Baclini, Miss. Eugenie","female","0.75","2","1","2666","19.2583","0","C"
"795","0","3","Dantcheff, Mr. Ristiu","male","25.0","0","0","349203","7.8958","0","S"
"24","1","1","Sloper, Mr. William Thompson","male","28.0","0","0","113788","35.5","1","S"
"818","0","2","Mallet, Mr. Albert","male","31.0","1","1","S.C./PARIS 2079","37.0042","0","C"
"70","0","3","Kink, Mr. Vincenz","male","26.0","2","0","315151","8.6625","0","S"
"408","1","2","Richards, Master. William Rowe","male","3.0","1","1","29106","18.75","0","S"
"62","1","1","Icard, Miss. Amelie","female","38.0","0","0","113572","80.0","1","S"
"121","0","2","Hickman, Mr. Stanley George","male","21.0","2","0","S.O.C. 14879","73.5","0","S"
"125","0","1","White, Mr. Percival Wayland","male","54.0","0","1","35281","77.2875","1","S"
"396","0","3","Johansson, Mr. Erik","male","22.0","0","0","350052","7.7958","0","S"
"730","0","3","Ilmakangas, Miss. Pieta Sofia","female","25.0","1","0","STON/O2. 3101271","7.925","0","S"
"156","0","1","Williams, Mr. Charles Duane","male","51.0","0","1","PC 17597","61.3792","0","C"
"351","0","3","Odahl, Mr. Nils Martin","male","23.0","0","0","7267","9.225","0","S"
"480","1","3","Hirvonen, Miss. Hildur E","female","2.0","0","1","3101298","12.2875","0","S"
"143","1","3","Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)","female","24.0","1","0","STON/O2. 3101279","15.85","0","S"
"219","1","1","Bazzani, Miss. Albina","female","32.0","0","0","11813","76.2917","1","C"
"697","0","3","Kelly, Mr. James","male","44.0","0","0","363592","8.05","0","S"
"95","0","3","Coxon, Mr. Daniel","male","59.0","0","0","364500","7.25","0","S"
"477","0","2","Renouf, Mr. Peter Henry","male","34.0","1","0","31027","21.0","0","S"
"226","0","3","Berglund, Mr. Karl Ivar Sven","male","22.0","0","0","PP 4348","9.35","0","S"
"390","1","2","Lehmann, Miss. Bertha","female","17.0","0","0","SC 1748","12.0","0","C"
"789","1","3","Dean, Master. Bertram Vere","male","1.0","1","2","C.A. 2315","20.575","0","S"
"464","0","2","Milling, Mr. Jacob Christian","male","48.0","0","0","234360","13.0","0","S"
"526","0","3","Farrell, Mr. James","male","40.5","0","0","367232","7.75","0","Q"
"21","0","2","Fynney, Mr. Joseph J","male","35.0","0","0","239865","26.0","0","S"
"214","0","2","Givard, Mr. Hans Kristensen","male","30.0","0","0","250646","13.0","0","S"
"653","0","3","Kalvik, Mr. Johannes Halvorsen","male","21.0","0","0","8475","8.4333","0","S"
"323","1","2","Slayter, Miss. Hilda Mary","female","30.0","0","0","234818","12.35","0","Q"
"550","1","2","Davies, Master. John Morgan Jr","male","8.0","1","1","C.A. 33112","36.75","0","S"
"338","1","1","Burns, Miss. Elizabeth Margaret","female","41.0","0","0","16966","134.5","1","C"
"492","0","3","Windelov, Mr. Einar","male","21.0","0","0","SOTON/OQ 3101317","7.25","0","S"
"798","1","3","Osman, Mrs. Mara","female","31.0","0","0","349244","8.6833","0","S"
"866","1","2","Bystrom, Mrs. (Karolina)","female","42.0","0","0","236852","13.0","0","S"
"98","1","1","Greenfield, Mr. William Bertram","male","23.0","0","1","PC 17759","63.3583","1","C"
"195","1","1","Brown, Mrs. James Joseph (Margaret Tobin)","female","44.0","0","0","PC 17610","27.7208","1","C"
"256","1","3","Touma, Mrs. Darwis (Hanne Youssef Razi)","female","29.0","0","2","2650","15.2458","0","C"
"678","1","3","Turja, Miss. Anna Sofia","female","18.0","0","0","4138","9.8417","0","S"
"714","0","3","Larsson, Mr. August Viktor","male","29.0","0","0","7545","9.4833","0","S"
"287","1","3","de Mulder, Mr. Theodore","male","30.0","0","0","345774","9.5","0","S"
"345","0","2","Fox, Mr. Stanley Hubert","male","36.0","0","0","229236","13.0","0","S"
"490","1","3","Coutts, Master. Eden Leslie ""Neville""","male","9.0","1","1","C.A. 37671","15.9","0","S"
"595","0","2","Chapman, Mr. John Henry","male","37.0","1","0","SC/AH 29037","26.0","0","S"
"752","1","3","Moor, Master. Meier","male","6.0","0","1","392096","12.475","1","S"
"790","0","1","Guggenheim, Mr. Benjamin","male","46.0","0","0","PC 17593","79.2","1","C"
"828","1","2","Mallet, Master. Andre","male","1.0","0","2","S.C./PARIS 2079","37.0042","0","C"
"809","0","2","Meyer, Mr. August","male","39.0","0","0","248723","13.0","0","S"
"863","1","1","Swift, Mrs. Frederick Joel (Margaret Welles Barron)","female","48.0","0","0","17466","25.9292","1","S"
"60","0","3","Goodwin, Master. William Frederick","male","11.0","5","2","CA 2144","46.9","0","S"
"90","0","3","Celotti, Mr. Francesco","male","24.0","0","0","343275","8.05","0","S"
"371","1","1","Harder, Mr. George Achilles","male","25.0","1","0","11765","55.4417","1","C"
"622","1","1","Kimball, Mr. Edwin Nelson Jr","male","42.0","1","0","11753","52.5542","1","S"
"75","1","3","Bing, Mr. Lee","male","32.0","0","0","1601","56.4958","0","S"
"382","1","3","Nakid, Miss. Maria (""Mary"")","female","1.0","0","2","2653","15.7417","0","C"
"621","0","3","Yasbeck, Mr. Antoni","male","27.0","1","0","2659","14.4542","0","C"
"786","0","3","Harmer, Mr. Abraham (David Lishin)","male","25.0","0","0","374887","7.25","0","S"
"203","0","3","Johanson, Mr. Jakob Alfred","male","34.0","0","0","3101264","6.4958","0","S"
"221","1","3","Sunderland, Mr. Victor Francis","male","16.0","0","0","SOTON/OQ 392089","8.05","0","S"
"457","0","1","Millet, Mr. Francis Davis","male","65.0","0","0","13509","26.55","1","S"
"662","0","3","Badt, Mr. Mohamed","male","40.0","0","0","2623","7.225","0","C"
"782","1","1","Dick, Mrs. Albert Adrian (Vera Gillespie)","female","17.0","1","0","17474","57.0","1","S"
"835","0","3","Allum, Mr. Owen George","male","18.0","0","0","2223","8.3","0","S"
"151","0","2","Bateman, Rev. Robert James","male","51.0","0","0","S.O.P. 1166","12.525","0","S"
"341","1","2","Navratil, Master. Edmond Roger","male","2.0","1","1","230080","26.0","1","S"
"433","1","2","Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female","42.0","1","0","SC/AH 3085","26.0","0","S"
"608","1","1","Daniel, Mr. Robert Williams","male","27.0","0","0","113804","30.5","0","S"
"724","0","2","Hodges, Mr. Henry Price","male","50.0","0","0","250643","13.0","0","S"
"859","1","3","Baclini, Mrs. Solomon (Latifa Qurban)","female","24.0","0","3","2666","19.2583","0","C"
"334","0","3","Vander Planke, Mr. Leo Edmondus","male","16.0","2","0","345764","18.0","0","S"
"592","1","1","Stephenson, Mrs. Walter Bertram (Martha Eustis)","female","52.0","1","0","36947","78.2667","1","C"
"751","1","2","Wells, Miss. Joan","female","4.0","1","1","29103","23.0","0","S"
"801","0","2","Ponesell, Mr. Martin","male","34.0","0","0","250647","13.0","0","S"
"145","0","2","Andrew, Mr. Edgardo Samuel","male","18.0","0","0","231945","11.5","0","S"
"200","0","2","Yrois, Miss. Henriette (""Mrs Harbeck"")","female","24.0","0","0","248747","13.0","0","S"
"272","1","3","Tornquist, Mr. William Henry","male","25.0","0","0","LINE","0.0","0","S"
"488","0","1","Kent, Mr. Edward Austin","male","58.0","0","0","11771","29.7","1","C"
"515","0","3","Coleff, Mr. Satio","male","24.0","0","0","349209","7.4958","0","S"
"680","1","1","Cardeza, Mr. Thomas Drake Martinez","male","36.0","0","1","PC 17755","512.3292","1","C"
"735","0","2","Troupiansky, Mr. Moses Aaron","male","23.0","0","0","233639","13.0","0","S"
"109","0","3","Rekic, Mr. Tido","male","38.0","0","0","349249","7.8958","0","S"
"254","0","3","Lobb, Mr. William Arthur","male","30.0","1","0","A/5. 3336","16.1","0","S"
"378","0","1","Widener, Mr. Harry Elkins","male","27.0","0","2","113503","211.5","1","C"
"487","1","1","Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","female","35.0","1","0","19943","90.0","1","S"
"639","0","3","Panula, Mrs. Juha (Maria Emilia Ojala)","female","41.0","0","5","3101295","39.6875","0","S"
"213","0","3","Perkin, Mr. John Henry","male","22.0","0","0","A/5 21174","7.25","0","S"
"228","0","3","Lovell, Mr. John Hall (""Henry"")","male","20.5","0","0","A/5 21173","7.25","0","S"
"478","0","3","Braund, Mr. Lewis Richard","male","29.0","1","0","3460","7.0458","0","S"
"655","0","3","Hegarty, Miss. Hanora ""Nora""","female","18.0","0","0","365226","6.75","0","Q"
"303","0","3","Johnson, Mr. William Cahoone Jr","male","19.0","0","0","LINE","0.0","0","S"
"718","1","2","Troutt, Miss. Edwina Celia ""Winnie""","female","27.0","0","0","34218","10.5","1","S"
"749","0","1","Marvin, Mr. Daniel Warner","male","19.0","1","0","113773","53.1","1","S"
